X,GENEID,Alignment.x,Rank.x,baseMean.x,Alignment.y,Rank.y,baseMean.y,logMeanExpression,RankDiff,MeanRank,num.trans,Description,Gene_name,Somatic_recombination_before_transcription,Variant_Alleles,Dfam_conserved,Dfam_simple
1840,ENSG00000139921,STAR,3037,8135.816369,HISAT2,2973,7736.492375,9.393000418,64,3005,NA,,,,,,
1841,ENSG00000110841,STAR,3179,889.5121767,HISAT2,3115,853.5860025,7.182583983,64,3147,NA,,,,,,
1842,ENSG00000164039,STAR,3241,4186.525223,HISAT2,3177,4041.373,8.733467076,64,3209,NA,,,,,,
1843,ENSG00000138430,STAR,3251,2393.408777,HISAT2,3315,2147.176758,8.151044125,-64,3283,NA,,,,,,
1844,ENSG00000168763,STAR,3300,317.2499197,HISAT2,3236,304.171417,6.151318138,64,3268,NA,,,,,,
1845,ENSG00000144959,STAR,3488,1079.599422,HISAT2,3424,1045.807138,7.379322055,64,3456,NA,,,,,,
1846,ENSG00000048052,STAR,3573,11129.39344,HISAT2,3509,10850.2759,9.714415143,64,3541,NA,,,,,,
1847,ENSG00000288066,STAR,3719,2240.93656,HISAT2,3655,2185.927401,8.111898147,64,3687,NA,,,,,,
1848,ENSG00000205352,STAR,3744,1387.725762,HISAT2,3680,1345.401169,7.630668205,64,3712,NA,,,,,,
1849,ENSG00000163938,STAR,3771,5066.360566,HISAT2,3707,4887.386178,8.923997889,64,3739,NA,,,,,,
1850,ENSG00000123124,STAR,3806,1076.611426,HISAT2,3742,1007.849661,7.365519471,64,3774,NA,,,,,,
1851,ENSG00000101146,STAR,3890,2794.801508,HISAT2,3826,2645.279088,8.322987145,64,3858,NA,,,,,,
1852,ENSG00000265354,STAR,3929,1342.129943,HISAT2,3865,1288.966155,7.594186468,64,3897,1,,,,,,
1853,ENSG00000135776,STAR,3938,470.4228921,HISAT2,3874,455.6100796,6.548545599,64,3906,3,,,,,,
1854,ENSG00000156030,STAR,3986,941.6841461,HISAT2,3922,913.0719299,7.242955357,64,3954,NA,,,,,,
1855,ENSG00000236439,STAR,4349,5668.257789,HISAT2,4285,4922.569275,9.003259919,64,4317,NA,,,,,,
1856,ENSG00000181997,STAR,176,28.64090567,HISAT2,113,21.09428252,3.668371775,63,144.5,NA,,,,,,
1857,ENSG00000243296,STAR,302,8.918907663,HISAT2,239,8.384196128,2.573452009,63,270.5,NA,,,,,,
1858,ENSG00000126010,STAR,338,50.97030719,HISAT2,401,48.37423887,4.319584935,-63,369.5,1,,,,,,
1859,ENSG00000258813,STAR,390,10.14860256,HISAT2,453,9.824396622,2.712095399,-63,421.5,NA,,,,,,
1860,ENSG00000240498,STAR,420,58.13984515,HISAT2,483,55.40785357,4.452529039,-63,451.5,NA,,,,,,
1861,ENSG00000187678,STAR,1025,261.6699274,HISAT2,1088,250.2014586,5.957831899,-63,1056.5,NA,,,,,,
1862,ENSG00000107282,STAR,1191,200.5961465,HISAT2,1128,190.5896377,5.689991026,63,1159.5,7,,,,,,
1863,ENSG00000227057,STAR,1343,73.86120329,HISAT2,1406,69.67137354,4.688563183,-63,1374.5,30,,,,,,
1864,ENSG00000103534,STAR,1454,235.7166287,HISAT2,1391,226.6402342,5.855177206,63,1422.5,NA,,,,,,
1865,ENSG00000174705,STAR,1581,160.3117933,HISAT2,1518,155.1971124,5.47189392,63,1549.5,NA,,,,,,
1866,ENSG00000165076,STAR,1658,86.09432111,HISAT2,1595,84.64854585,4.855295194,63,1626.5,NA,,,,,,
1867,ENSG00000287710,STAR,1701,45.43301513,HISAT2,1638,43.81485603,4.209760994,63,1669.5,NA,,,,,,
1868,ENSG00000120820,STAR,1947,206.4499013,HISAT2,2010,202.8706759,5.729727114,-63,1978.5,NA,,,,,,
1869,ENSG00000080572,STAR,2055,136.20478,HISAT2,2118,132.216954,5.309817273,-63,2086.5,NA,,,,,,
1870,ENSG00000178184,STAR,2120,177.4330368,HISAT2,2057,170.3179245,5.570601493,63,2088.5,NA,,,,,,
1871,ENSG00000166596,STAR,2484,1578.917281,HISAT2,2421,1507.241602,7.754712259,63,2452.5,NA,,,,,,
1872,ENSG00000275131,STAR,2512,1705.035084,HISAT2,2449,1621.684067,7.830376776,63,2480.5,NA,,,,,,
1873,ENSG00000111371,STAR,2531,940.81976,HISAT2,2468,918.759181,7.244369899,63,2499.5,NA,,,,,,
1874,ENSG00000109738,STAR,2536,632.250407,HISAT2,2473,614.1459616,6.845159816,63,2504.5,NA,,,,,,
1875,ENSG00000108848,STAR,2547,10415.33532,HISAT2,2484,10046.65236,9.644630129,63,2515.5,NA,,,,,,
1876,ENSG00000172361,STAR,2691,210.6115031,HISAT2,2628,202.1533724,5.742003295,63,2659.5,1,,,,,,
1877,ENSG00000142657,STAR,2852,4389.288231,HISAT2,2789,4126.97367,8.77226556,63,2820.5,NA,,,,,,
1878,ENSG00000100104,STAR,3075,222.5476265,HISAT2,3012,215.4570306,5.799929098,63,3043.5,NA,,,,,,
1879,ENSG00000166482,STAR,3215,5820.366694,HISAT2,3152,5633.66647,9.063833727,63,3183.5,NA,,,,,,
1880,ENSG00000112081,STAR,3329,9555.849331,HISAT2,3266,9181.877735,9.557242895,63,3297.5,NA,,,,,,
1881,ENSG00000081803,STAR,3497,895.1046469,HISAT2,3434,860.0720104,7.189273885,63,3465.5,NA,,,,,,
1882,ENSG00000179933,STAR,3625,2985.375644,HISAT2,3562,2899.375833,8.397297226,63,3593.5,2,,,,,,
1883,ENSG00000135624,STAR,3656,2476.822087,HISAT2,3593,2359.239799,8.204245819,63,3624.5,NA,,,,,,
1884,ENSG00000114503,STAR,3959,5416.676638,HISAT2,3896,5303.720091,8.995727417,63,3927.5,NA,,,,,,
1885,ENSG00000134057,STAR,4037,1212.629141,HISAT2,3974,1171.570021,7.494660529,63,4005.5,NA,,,,,,
1886,ENSG00000138347,STAR,198,21.13777531,HISAT2,260,20.78582711,3.450961321,-62,229,NA,,,,,,
1887,ENSG00000234380,STAR,314,22.02847257,HISAT2,376,21.03981278,3.482727566,-62,345,NA,,,,,,
1888,ENSG00000170571,STAR,326,42.74493972,HISAT2,388,40.64841899,4.144231731,-62,357,NA,,,,,,
1889,ENSG00000227165,STAR,408,13.56333698,HISAT2,346,11.92399648,2.971712864,62,377,NA,,,,,,
1890,ENSG00000188056,STAR,478,34.21038453,HISAT2,416,29.25778162,3.888534812,62,447,NA,,,,,,
1891,ENSG00000288032,STAR,981,35.47810478,HISAT2,1043,33.73377522,3.957856276,-62,1012,NA,,,,,,
1892,ENSG00000138835,STAR,1001,50.58649499,HISAT2,1063,47.79993045,4.310617367,-62,1032,NA,,,,,,
1893,ENSG00000158286,STAR,1245,34.81665571,HISAT2,1183,32.83468496,3.936403339,62,1214,NA,,,,,,
1894,ENSG00000179750,STAR,1326,150.4705049,HISAT2,1388,139.8513302,5.395426699,-62,1357,NA,,,,,,
1895,ENSG00000197769,STAR,1356,61.56963863,HISAT2,1294,58.58878923,4.509364249,62,1325,1,,,,,,
1896,ENSG00000270344,STAR,1636,60.2170095,HISAT2,1574,57.42489268,4.487843424,62,1605,NA,,,,,,
1897,ENSG00000129680,STAR,1832,487.5233888,HISAT2,1770,471.1049149,6.583514122,62,1801,NA,,,,,,
1898,ENSG00000018699,STAR,1903,1154.742917,HISAT2,1841,1105.164725,7.442683261,62,1872,NA,,,,,,
1899,ENSG00000155816,STAR,1932,131.0992127,HISAT2,1870,128.5294624,5.274864198,62,1901,NA,,,,,,
1900,ENSG00000164099,STAR,2400,182.1138501,HISAT2,2338,174.0443733,5.595216965,62,2369,4,,,,,,
1901,ENSG00000139354,STAR,2427,490.0456193,HISAT2,2365,474.4611924,6.589306344,62,2396,NA,,,,,,
1902,ENSG00000242265,STAR,2557,6060.621119,HISAT2,2495,5907.974035,9.106601667,62,2526,9,,,,,,
1903,ENSG00000006125,STAR,2620,4303.014051,HISAT2,2558,4091.40901,8.756008269,62,2589,NA,,,,,,
1904,ENSG00000253900,STAR,2742,304.7904308,HISAT2,2680,292.2892928,6.111323376,62,2711,1,,,,,,
1905,ENSG00000111907,STAR,2844,2904.687978,HISAT2,2782,2810.517492,8.368680822,62,2813,NA,,,,,,
1906,ENSG00000180370,STAR,2934,3042.318908,HISAT2,2872,2962.538046,8.417060748,62,2903,NA,,,,,,
1907,ENSG00000133703,STAR,3112,2101.24171,HISAT2,3050,2042.146493,8.046329979,62,3081,NA,,,,,,
1908,ENSG00000086200,STAR,3507,756.2662951,HISAT2,3445,737.5902422,7.025592905,62,3476,NA,,,,,,
1909,ENSG00000197170,STAR,3533,2376.348377,HISAT2,3471,2286.369721,8.166083657,62,3502,NA,,,,,,
1910,ENSG00000114405,STAR,3987,974.6518794,HISAT2,3925,936.2682185,7.274331238,62,3956,NA,,,,,,
1911,ENSG00000187555,STAR,4095,1150.182963,HISAT2,4033,1110.47199,7.441566083,62,4064,NA,,,,,,
1912,ENSG00000274659,STAR,222,11.97622695,HISAT2,283,10.43562332,2.844562732,-61,252.5,NA,,,,,,
1913,ENSG00000240661,STAR,631,18.15531042,HISAT2,692,17.5754766,3.293725332,-61,661.5,NA,,,,,,
1914,ENSG00000235706,STAR,1032,229.0526769,HISAT2,1093,213.8772543,5.817085279,-61,1062.5,NA,,,,,,
1915,ENSG00000160401,STAR,1088,52.52583289,HISAT2,1027,49.0769162,4.344640021,61,1057.5,NA,,,,,,
1916,ENSG00000231924,STAR,1123,63.12024194,HISAT2,1184,59.55189975,4.531482653,-61,1153.5,11,,,,,,
1917,ENSG00000170525,STAR,1421,97.44912153,HISAT2,1482,93.03096015,4.969567447,-61,1451.5,NA,,,,,,
1918,ENSG00000143847,STAR,1576,105.7696868,HISAT2,1515,100.3818874,5.049603607,61,1545.5,NA,,,,,,
1919,ENSG00000183255,STAR,1892,494.5902781,HISAT2,1831,474.6346079,6.595654252,61,1861.5,NA,,,,,,
1920,ENSG00000114353,STAR,1919,187.7374964,HISAT2,1980,173.5755169,5.61504326,-61,1949.5,NA,,,,,,
1921,ENSG00000178295,STAR,1995,1259.595979,HISAT2,1934,1220.938838,7.533728681,61,1964.5,NA,,,,,,
1922,ENSG00000204138,STAR,2205,1617.593179,HISAT2,2144,1518.083638,7.7734409,61,2174.5,NA,,,,,,
1923,ENSG00000240489,STAR,2219,184.9413622,HISAT2,2280,177.9489816,5.612820953,-61,2249.5,NA,,,,,,
1924,ENSG00000136156,STAR,2224,3692.957107,HISAT2,2163,3572.335396,8.60870066,61,2193.5,NA,,,,,,
1925,ENSG00000135698,STAR,2324,1833.382361,HISAT2,2263,1733.845714,7.901120089,61,2293.5,NA,,,,,,
1926,ENSG00000117632,STAR,2492,11678.96496,HISAT2,2431,11296.49824,9.760033612,61,2461.5,NA,,,,,,
1927,ENSG00000087191,STAR,2519,1851.339875,HISAT2,2458,1761.439528,7.91281105,61,2488.5,NA,,,,,,
1928,ENSG00000139116,STAR,2570,3648.228646,HISAT2,2509,3529.49455,8.596554298,61,2539.5,NA,,,,,,
1929,ENSG00000048544,STAR,2724,2355.49281,HISAT2,2663,2201.546231,8.147944073,61,2693.5,1,,,,,,
1930,ENSG00000175166,STAR,2822,1739.991402,HISAT2,2761,1669.030238,7.853413152,61,2791.5,NA,,,,,,
1931,ENSG00000178385,STAR,2954,248.1718236,HISAT2,2893,241.8533352,5.911063522,61,2923.5,4,,,,,,
1932,ENSG00000042317,STAR,3045,391.0492228,HISAT2,2984,381.6767638,6.36627731,61,3014.5,NA,,,,,,
1933,ENSG00000143815,STAR,3114,2260.153811,HISAT2,3053,2198.685236,8.119546369,61,3083.5,NA,,,,,,
1934,ENSG00000181467,STAR,3130,1624.923316,HISAT2,3069,1587.038369,7.790879017,61,3099.5,1,,,,,,
1935,ENSG00000160131,STAR,3290,2342.6969,HISAT2,3229,2268.468166,8.153905282,61,3259.5,NA,,,,,,
1936,ENSG00000178177,STAR,3657,1491.578752,HISAT2,3596,1459.52701,7.705866912,61,3626.5,NA,,,,,,
1937,ENSG00000136861,STAR,3756,1329.428093,HISAT2,3695,1281.971679,7.585998918,61,3725.5,NA,,,,,,
1938,ENSG00000127989,STAR,4058,2083.876108,HISAT2,3997,2039.980652,8.04040385,61,4027.5,NA,,,,,,
1939,ENSG00000143106,STAR,4274,4005.851852,HISAT2,4213,3807.885654,8.684366369,61,4243.5,NA,,,,,,
1940,ENSG00000249992,STAR,383,119.5926241,HISAT2,443,110.6246991,5.164242819,-60,413,1,,,,,,
1941,ENSG00000084453,STAR,448,13.69730886,HISAT2,508,12.11119163,2.983300553,-60,478,NA,,,,,,
1942,ENSG00000174680,STAR,533,36.45375574,HISAT2,593,35.05736144,3.988658743,-60,563,NA,,,,,,
1943,ENSG00000281692,STAR,726,32.69221703,HISAT2,786,32.01061426,3.88562819,-60,756,NA,,,,,,
1944,ENSG00000258311,STAR,1079,89.38472671,HISAT2,1019,86.81565697,4.888788175,60,1049,NA,,,,,,
1945,ENSG00000143110,STAR,1474,55.413011,HISAT2,1534,54.26688657,4.413361217,-60,1504,NA,,,,,,
1946,ENSG00000105928,STAR,1627,241.1480486,HISAT2,1687,229.9404265,5.875262872,-60,1657,NA,,,,,,
1947,ENSG00000185022,STAR,1818,62.8520398,HISAT2,1758,55.09304664,4.504228373,60,1788,NA,,,,,,
1948,ENSG00000233005,STAR,2145,87.56812456,HISAT2,2205,80.10975481,4.849080621,-60,2175,NA,,,,,,
1949,ENSG00000172731,STAR,2157,127.9507933,HISAT2,2097,122.5168439,5.242853362,60,2127,NA,,,,,,
1950,ENSG00000124787,STAR,2318,496.3648549,HISAT2,2258,475.9457567,6.59896905,60,2288,NA,,,,,,
1951,ENSG00000077782,STAR,2550,675.2862015,HISAT2,2610,644.9999451,6.905538999,-60,2580,NA,,,,,,
1952,ENSG00000223768,STAR,2661,139.0153249,HISAT2,2721,133.8029906,5.327472302,-60,2691,NA,,,,,,
1953,ENSG00000108179,STAR,3077,249.4508173,HISAT2,3137,240.7571489,5.913041796,-60,3107,NA,,,,,,
1954,ENSG00000048707,STAR,3280,638.2772456,HISAT2,3340,617.9235836,6.853551477,-60,3310,NA,,,,,,
1955,ENSG00000167378,STAR,3367,1762.017216,HISAT2,3307,1671.396449,7.862387661,60,3337,5,,,,,,
1956,ENSG00000017427,STAR,3420,1880.255331,HISAT2,3360,1756.054528,7.922363517,60,3390,NA,,,,,,
1957,ENSG00000256223,STAR,3619,1337.71808,HISAT2,3559,1307.101431,7.5965273,60,3589,10,,,,,,
1958,ENSG00000196419,STAR,3629,9651.632811,HISAT2,3569,9170.954311,9.563607213,60,3599,NA,,,,,,
1959,ENSG00000164904,STAR,4003,4317.64404,HISAT2,3943,4061.906401,8.755989161,60,3973,NA,,,,,,
1960,ENSG00000269028,STAR,4239,16411.5679,HISAT2,4179,10497.66021,9.983240895,60,4209,1,,,,,,
1961,ENSG00000167034,STAR,318,12.98989753,HISAT2,377,12.53716393,2.957951457,-59,347.5,NA,,,,,,
1962,ENSG00000105370,STAR,523,49.77783383,HISAT2,582,47.73094592,4.29923326,-59,552.5,2,,,,,,
1963,ENSG00000122012,STAR,681,44.92634796,HISAT2,740,43.26720365,4.198103042,-59,710.5,NA,,,,,,
1964,ENSG00000129538,STAR,758,41.93730163,HISAT2,817,40.21489571,4.127855891,-59,787.5,NA,,,,,,
1965,ENSG00000187416,STAR,1156,53.43849967,HISAT2,1215,52.18334798,4.376136493,-59,1185.5,NA,,,,,,
1966,ENSG00000103876,STAR,1194,218.1716142,HISAT2,1253,205.0640349,5.770517431,-59,1223.5,NA,,,,,,
1967,ENSG00000104907,STAR,1208,33.27924044,HISAT2,1149,30.77112939,3.884956082,59,1178.5,NA,,,,,,
1968,ENSG00000131981,STAR,1348,142.0866851,HISAT2,1407,129.2588125,5.331346313,-59,1377.5,NA,,,,,,
1969,ENSG00000112655,STAR,1393,116.8036341,HISAT2,1334,106.4194031,5.135876879,59,1363.5,NA,,,,,,
1970,ENSG00000013619,STAR,1484,61.81754784,HISAT2,1543,58.76344503,4.513046897,-59,1513.5,NA,,,,,,
1971,ENSG00000123353,STAR,1604,402.2263037,HISAT2,1663,384.0060226,6.387265297,-59,1633.5,NA,,,,,,
1972,ENSG00000079691,STAR,1635,585.9609893,HISAT2,1576,566.9216514,6.76782841,59,1605.5,NA,,,,,,
1973,ENSG00000162817,STAR,1964,116.5244606,HISAT2,1905,111.9007159,5.150251246,59,1934.5,1,,,,,,
1974,ENSG00000230630,STAR,1980,176.6416455,HISAT2,2039,173.0661186,5.572818088,-59,2009.5,NA,,,,,,
1975,ENSG00000269226,STAR,2009,407.1446768,HISAT2,1950,403.1506181,6.411358369,59,1979.5,2,,,,,,
1976,ENSG00000239467,STAR,2106,201.035491,HISAT2,2165,192.0003074,5.693852148,-59,2135.5,1,,,,,,
1977,ENSG00000169641,STAR,2129,536.7757782,HISAT2,2188,524.5082263,6.683398356,-59,2158.5,NA,,,,,,
1978,ENSG00000227051,STAR,2228,613.2305979,HISAT2,2169,592.6426052,6.812952061,59,2198.5,4,,,,,,
1979,ENSG00000102043,STAR,2337,156.8400937,HISAT2,2278,151.5143845,5.449308572,59,2307.5,NA,,,,,,
1980,ENSG00000135932,STAR,2365,1661.426341,HISAT2,2306,1626.250494,7.813814482,59,2335.5,NA,,,,,,
1981,ENSG00000185345,STAR,2433,144.829518,HISAT2,2374,136.266948,5.361118404,59,2403.5,NA,,,,,,
1982,ENSG00000104290,STAR,2850,9767.862486,HISAT2,2791,9498.49218,9.583083135,59,2820.5,NA,,,,,,
1983,ENSG00000233237,STAR,3243,575.8363571,HISAT2,3184,562.0417395,6.753271308,59,3213.5,NA,,,,,,
1984,ENSG00000234648,STAR,3455,1925.88234,HISAT2,3514,1632.004999,7.91640086,-59,3484.5,NA,,,,,,
1985,ENSG00000189091,STAR,3551,7528.372566,HISAT2,3492,7262.544694,9.320059418,59,3521.5,NA,,,,,,
1986,ENSG00000174173,STAR,3555,2024.166782,HISAT2,3496,1979.173289,8.010941567,59,3525.5,2,,,,,,
1987,ENSG00000107249,STAR,3748,1733.635185,HISAT2,3689,1674.083851,7.85192461,59,3718.5,NA,,,,,,
1988,ENSG00000173660,STAR,3877,6307.602391,HISAT2,3818,5691.580643,9.121879878,59,3847.5,NA,,,,,,
1989,ENSG00000099290,STAR,3880,492.7029882,HISAT2,3821,461.6478805,6.584137765,59,3850.5,NA,,,,,,
1990,ENSG00000253693,STAR,421,12.07503976,HISAT2,363,12.22045831,2.900611866,58,392,NA,,,,,,
1991,ENSG00000203808,STAR,424,27.93900368,HISAT2,482,27.41069254,3.729165704,-58,453,NA,,,,,,
1992,ENSG00000140470,STAR,785,39.99415453,HISAT2,843,38.38191173,4.080669997,-58,814,NA,,,,,,
1993,ENSG00000287616,STAR,893,32.38439792,HISAT2,951,31.66755229,3.875736005,-58,922,NA,,,,,,
1994,ENSG00000230074,STAR,1028,55.65732223,HISAT2,1086,52.05354863,4.402859326,-58,1057,NA,,,,,,
1995,ENSG00000134490,STAR,1308,130.1677635,HISAT2,1366,118.1520683,5.243036119,-58,1337,NA,,,,,,
1996,ENSG00000174876,STAR,1357,177.9080929,HISAT2,1415,153.8324095,5.540574279,-58,1386,NA,,,,,,
1997,ENSG00000158516,STAR,1517,190.7425246,HISAT2,1459,180.5987907,5.638503839,58,1488,NA,,,,,,
1998,ENSG00000259429,STAR,1616,171.3107161,HISAT2,1558,160.809248,5.528298846,58,1587,8,,,,,,
1999,ENSG00000102384,STAR,1664,97.79587835,HISAT2,1722,94.85405512,4.978269844,-58,1693,NA,,,,,,
2000,ENSG00000165966,STAR,1839,1490.052966,HISAT2,1781,1441.254515,7.70105554,58,1810,NA,,,,,,
2001,ENSG00000179240,STAR,1844,373.581773,HISAT2,1786,356.7610178,6.313479714,58,1815,NA,,,,,,
2002,ENSG00000185219,STAR,2014,411.3512409,HISAT2,1956,389.2717047,6.406858688,58,1985,5,,,,,,
2003,ENSG00000215417,STAR,2517,183.6452641,HISAT2,2459,178.6449227,5.609353566,58,2488,NA,,,,,,
2004,ENSG00000104626,STAR,2543,650.15051,HISAT2,2485,634.9835679,6.874862488,58,2514,NA,,,,,,
2005,ENSG00000196865,STAR,2732,2973.316817,HISAT2,2674,2903.859708,8.395081301,58,2703,2,,,,,,
2006,ENSG00000197498,STAR,2751,2595.168233,HISAT2,2693,2363.540818,8.236669077,58,2722,NA,,,,,,
2007,ENSG00000110031,STAR,2966,249.7734046,HISAT2,2908,243.1796334,5.917180617,58,2937,NA,,,,,,
2008,ENSG00000135002,STAR,3080,600.447738,HISAT2,3022,588.1465314,6.796288384,58,3051,NA,,,,,,
2009,ENSG00000144057,STAR,3177,553.207841,HISAT2,3119,541.0493331,6.71384585,58,3148,NA,,,,,,
2010,ENSG00000078114,STAR,3284,1421.81536,HISAT2,3226,1394.644696,7.658764543,58,3255,NA,,,,,,
2011,ENSG00000144034,STAR,3441,1176.679648,HISAT2,3383,1122.102985,7.460335599,58,3412,NA,,,,,,
2012,ENSG00000106780,STAR,3898,1403.21122,HISAT2,3840,1366.91,7.643322961,58,3869,1,,,,,,
2013,ENSG00000130935,STAR,3901,4357.573637,HISAT2,3843,3994.065421,8.756935238,58,3872,NA,,,,,,
2014,ENSG00000198034,STAR,3902,13404.80426,HISAT2,3844,12490.9953,9.885847982,58,3873,NA,,,,,,
2015,ENSG00000213598,STAR,4109,2190.996628,HISAT2,4051,1746.43169,8.027545873,58,4080,1,,,,,,
2016,ENSG00000174371,STAR,439,48.79729907,HISAT2,382,47.19769269,4.282153058,57,410.5,NA,,,,,,
2017,ENSG00000285569,STAR,487,14.71758954,HISAT2,430,14.15817963,3.081757635,57,458.5,NA,,,,,,
2018,ENSG00000282591,STAR,630,202.3304775,HISAT2,687,167.2668957,5.655865668,-57,658.5,NA,,,,,,
2019,ENSG00000121053,STAR,781,21.33767398,HISAT2,838,19.78837684,3.441438805,-57,809.5,1,,,,,,
2020,ENSG00000231701,STAR,1683,336.3629696,HISAT2,1626,222.3373883,6.103747292,57,1654.5,1,,,,,,
2021,ENSG00000278662,STAR,1828,1040.804989,HISAT2,1771,833.1801008,7.284405901,57,1799.5,9,,,,,,
2022,ENSG00000099250,STAR,1944,502.7669075,HISAT2,1887,487.4236925,6.615367155,57,1915.5,NA,,,,,,
2023,ENSG00000133816,STAR,2096,191.0639267,HISAT2,2153,183.8819325,5.645464187,-57,2124.5,NA,,,,,,
2024,ENSG00000163710,STAR,2250,84.34351685,HISAT2,2193,80.68410205,4.825795111,57,2221.5,11,,,,,,
2025,ENSG00000159086,STAR,2554,7672.370095,HISAT2,2497,7458.564588,9.34151357,57,2525.5,5,,,,,,
2026,ENSG00000145824,STAR,2725,8888.996881,HISAT2,2668,8424.844362,9.480475829,57,2696.5,NA,,,,,,
2027,ENSG00000134318,STAR,2749,1184.079072,HISAT2,2692,1135.962411,7.468547676,57,2720.5,NA,,,,,,
2028,ENSG00000070214,STAR,2892,2891.524912,HISAT2,2835,2805.86747,8.365080784,57,2863.5,NA,,,,,,
2029,ENSG00000117461,STAR,2964,380.1206816,HISAT2,2907,369.9105443,6.336960154,57,2935.5,NA,,,,,,
2030,ENSG00000183044,STAR,2989,1246.252738,HISAT2,2932,1196.254617,7.519898482,57,2960.5,NA,,,,,,
2031,ENSG00000058799,STAR,3146,471.9147326,HISAT2,3203,455.9779475,6.550942763,-57,3174.5,NA,,,,,,
2032,ENSG00000251034,STAR,3157,466.4766824,HISAT2,3100,454.9670457,6.542414618,57,3128.5,NA,,,,,,
2033,ENSG00000168385,STAR,3366,30843.92204,HISAT2,3309,29669.35127,10.72938514,57,3337.5,NA,,,,,,
2034,ENSG00000005469,STAR,3762,2703.193244,HISAT2,3705,2631.194753,8.298736296,57,3733.5,NA,,,,,,
2035,ENSG00000122068,STAR,3841,5449.758069,HISAT2,3784,5295.370363,8.999303643,57,3812.5,NA,,,,,,
2036,ENSG00000138018,STAR,3888,2096.181413,HISAT2,3831,2045.39437,8.045228792,57,3859.5,NA,,,,,,
2037,ENSG00000188706,STAR,3895,719.3166179,HISAT2,3838,692.7406878,6.971374905,57,3866.5,NA,,,,,,
2038,ENSG00000164080,STAR,3955,727.8837016,HISAT2,3898,698.9675621,6.982275829,57,3926.5,NA,,,,,,
2039,ENSG00000154719,STAR,4002,1617.615406,HISAT2,3945,1558.083203,7.781830132,57,3973.5,NA,,,,,,
2040,ENSG00000114125,STAR,4076,920.7724886,HISAT2,4019,880.1959509,7.215879821,57,4047.5,NA,,,,,,
2041,ENSG00000196136,STAR,294,14.54877474,HISAT2,350,14.70222129,3.086481403,-56,322,NA,,,,,,
2042,ENSG00000284966,STAR,581,46.05873465,HISAT2,637,45.40455591,4.230636907,-56,609,NA,,,,,,
2043,ENSG00000271426,STAR,715,55.16842983,HISAT2,771,52.25419675,4.398091011,-56,743,NA,,,,,,
2044,ENSG00000286907,STAR,855,20.76389055,HISAT2,799,20.29296162,3.43109177,56,827,NA,,,,,,
2045,ENSG00000261786,STAR,1092,52.73526008,HISAT2,1036,50.06911619,4.353753415,56,1064,NA,,,,,,
2046,ENSG00000287508,STAR,1094,76.4470565,HISAT2,1038,74.7689185,4.734719423,56,1066,NA,,,,,,
2047,ENSG00000157483,STAR,1248,355.9188799,HISAT2,1304,344.0687872,6.269007783,-56,1276,10,,,,,,
2048,ENSG00000169047,STAR,1256,666.3736932,HISAT2,1312,647.6475817,6.897904402,-56,1284,2,,,,,,
2049,ENSG00000108010,STAR,1538,2228.674274,HISAT2,1594,2062.88002,8.08951753,-56,1566,NA,,,,,,
2050,ENSG00000131044,STAR,1936,533.8922968,HISAT2,1880,510.8938693,6.67119618,56,1908,NA,,,,,,
2051,ENSG00000102780,STAR,2189,160.1657499,HISAT2,2133,154.7672531,5.470375503,56,2161,NA,,,,,,
2052,ENSG00000118997,STAR,2479,2580.84493,HISAT2,2423,2481.699957,8.248449296,56,2451,NA,,,,,,
2053,ENSG00000148429,STAR,2491,256.5362121,HISAT2,2435,246.1699434,5.939173871,56,2463,NA,,,,,,
2054,ENSG00000163378,STAR,2569,223.8399682,HISAT2,2625,217.9188495,5.807539885,-56,2597,NA,,,,,,
2055,ENSG00000178425,STAR,2703,4677.817557,HISAT2,2647,4476.227536,8.841582917,56,2675,NA,,,,,,
2056,ENSG00000184007,STAR,2707,2477.771693,HISAT2,2763,2359.135368,8.204491216,-56,2735,NA,,,,,,
2057,ENSG00000143013,STAR,3205,359.5563719,HISAT2,3149,343.9371796,6.275750161,56,3177,NA,,,,,,
2058,ENSG00000151136,STAR,3261,630.8520979,HISAT2,3205,612.2182235,6.842641883,56,3233,NA,,,,,,
2059,ENSG00000156642,STAR,3846,2033.740419,HISAT2,3790,1957.125993,8.01046032,56,3818,NA,,,,,,
2060,ENSG00000220749,STAR,4230,8151.862093,HISAT2,4174,9265.509215,9.455997907,56,4202,1,,,,,,
2061,ENSG00000070190,STAR,168,36.97443154,HISAT2,223,35.28910519,4.000381517,-55,195.5,NA,,,,,,
2062,ENSG00000146809,STAR,396,19.55235,HISAT2,451,19.20474013,3.372616823,-55,423.5,NA,,,,,,
2063,ENSG00000158220,STAR,701,15.09021691,HISAT2,646,14.52189252,3.106878363,55,673.5,NA,,,,,,
2064,ENSG00000116871,STAR,1141,150.771152,HISAT2,1196,142.4687094,5.402702186,-55,1168.5,NA,,,,,,
2065,ENSG00000116991,STAR,1752,432.4152747,HISAT2,1697,417.5448343,6.463322225,55,1724.5,NA,,,,,,
2066,ENSG00000184500,STAR,1953,1971.495285,HISAT2,1898,1910.668515,7.981675049,55,1925.5,NA,,,,,,
2067,ENSG00000100983,STAR,2164,233.6618492,HISAT2,2109,219.6849446,5.839199692,55,2136.5,NA,,,,,,
